"sample_id","estimate_tumor","quantiseq_cd8","epic_caf","epic_bcells","rectangle_aggregated_B_cells","rectangle_aggregated_CAFs","rectangle_aggregated_Tumor_cells","rectangle_aggregated_Dendritic_cells","rectangle_aggregated_Endothelial_cells","rectangle_aggregated_Macrophages","rectangle_aggregated_Monocytes","rectangle_aggregated_NK_cells","rectangle_aggregated_PVL","rectangle_aggregated_T_cells"
"11BR047",0.689548309360657,0.00824577951985543,0.345549863510914,0.000740774992563926,0.0228780139459711,0.200784060575404,0.685857620509224,2.53419379906826e-07,0.0292948120597497,0.0569181665154553,0,0,1.15868149727078e-08,0.00231105172050288
"09BR004",0.935559170101791,0,0.0377086447431019,0.00441324291094089,0.0469502479045406,0.0259790441194211,0.81390046795637,0,0.0732268948263504,0.00683785927542906,0,0,0.0310738057385575,0.000171025901684023
"11BR025",0.879192584461435,0.000516685486753066,0.0590304255666107,0.00191499800280365,0,0.0410533765374747,0.89943250226334,0,0.0201911356824042,0.0317359273181242,0.00157406095887875,0,0,0.0054253330943689
"11BR019",0.657448249565378,0.00973263685306263,0.0224683877894972,0.0737259344461186,0.262734469687228,0.0188755376970903,0.595203222726616,0.00462837110876232,0.0117715586408998,0.0524830609689849,0,2.8261986954549e-07,3.97431201037383e-05,0.0461623369082161
"20BR002",0.679132321121401,0,0.146023813926661,0.000674175621971247,0.00922624445246568,0.135546572686593,0.691828132585771,0,0.037693293653196,0.0934447458166534,0.00586015199379903,0,0.0262914838791982,0
"01BR043",0.618386848891575,0.0698982577806067,0.0494163456054597,0.0160617712689758,0.141880637977435,0.0290050204368547,0.441497958017306,0.0371004514647352,0.0388588683019676,0.131398359875196,0.000353412120930024,0,0,0.147116996395272
"11BR060",0.561381194384898,0.00851984172068108,0.367290451515636,0.00333566711978306,0.0831984603026118,0.19695678387735,0.635959703414144,0,0.00937697168913394,0.0497638509034223,0,4.05186370457754e-09,1.3918552974933e-08,0.0247442118429206
"11BR012",0.715934668988811,0.0153502464151184,0.0849168181065083,0.00902291780796534,0.0975956209811016,0.0493119835895508,0.731418957935084,0,0.0272318118435314,0.0542246955101754,0,5.61713414913701e-08,0.00393634379306817,0.0361744854092785
"11BR042",0.666075440716723,0.00302410881879585,0.174572839435085,0.0124181767835101,0.11341618619427,0.148207618780898,0.631662855371088,0,0.0173174057810098,0.0631841301662651,7.25707263686533e-07,1.42510348292747e-06,0.00285392685806966,0.0159756673235626
"22BR006",0.64315140235511,0.00571089283660414,0.173821046598006,0.0157945778187423,0.127492323565394,0.117747530024148,0.623025246053447,0,0.053603358682525,0.0395521765843537,0.000540149538520313,0.000534164800533357,0,0.0357319665311246
"11BR016",0.689515634449218,0.0129922169292432,0.0367079868093391,0.0108108961152659,0.195180905516976,0.0375962264095535,0.592442311738673,0.000267891189578585,0.029437487570062,0.0467623344397518,0.00981141853657222,0,0,0.0762134653879635
"18BR004",0.835643763627974,0.00224002914408734,0.051993015452744,0.000975944244246768,0.000409980936000216,0.0431135009903114,0.887430142561196,0,0.0253551037532207,0.0295624859297257,5.32784118677265e-05,0,0.0140755074176783,0
"11BR011",0.49282399839813,0.033475189491784,0.15653605473122,0.0555143846550467,0.430816102989062,0.0625165910931395,0.382780889654191,0.00353315392172347,0.0461142965172191,0.0418628850263361,0.00287652804150182,0,0,0.0212782904399392
"18BR006",0.534703765269303,0.0070092103612431,0.357714961146798,0.00497711797002805,0.0386494860597918,0.187037298813782,0.544111866735525,0,0.0412859289184061,0.15809909776181,0,0,5.29002326680049e-09,0.0307759186907267
"11BR050",0.471189911449568,0.020274340640411,0.233547361819113,0.0105421076042784,0.0778446835955317,0.240652288053962,0.440467226143201,0,0.0963242435279162,0.10987360329236,0,1.21565954129479e-08,0,0.0312913505326333
"11BR022",0.666687615109879,0.00537385865124895,0.220521326842143,0.00758329914263629,0.124152444245768,0.118188190619188,0.686202579328821,0,0.0187779994617934,0.0416182947672996,0.000645515232193562,8.12032238460385e-08,0,0.00720120350682079
"11BR014",0.488993466089186,0.0167835463226486,0.885688959092317,0.00282599943287396,0.029471995162144,0.403937905901738,0.400105935891868,0,0.0323507170573336,0.0901169651637018,0,1.31193767062223e-09,4.60835403239407e-09,0.0438324339237709
"11BR004",0.478070576102669,0.0428802448592309,0.130107135503801,0.0136222234749273,0.176420447527706,0.0955578978002976,0.466235296693097,0,0.0262712755886128,0.110361251210578,0.00598112562224913,0.000604738472596257,1.36233984854338e-07,0.104527581750656
"11BR013",0.778805784179888,0.00658134186178441,0.0583572987912402,0.00238291422919431,0.0242670310149438,0.0711824867331364,0.795578851170629,0,0.0513306114228054,0.0507040365001501,0,0,0.00688317024300493,0
"11BR059",0.667897510517186,0.0079865834438564,0.116385814201199,0.012728025639912,0.141980153403783,0.0854844616567784,0.63407960006084,0,0.0332102293115053,0.015653981720222,0.0432848176135489,0.00432532902540269,0.013343621370559,0.0245151274332058
"18BR002",0.392778737754077,0.0265206459317151,0.449039228906313,0.00117955818842137,0.0168183435369892,0.246205458113084,0.409857628325414,0,0.0387020424851581,0.198402629157186,0.00162774534888066,0,0.00348903039504755,0.0848971226382399
